ProductId,ProfileName,Summary,Text,
386288,B00073JVFU,"A. Simmons ""Readaholic""",Really works for hayfever (allergies) ,Was told by a friend to try Nettle tea for allergies. Brought it & it works great & quickly. Long time allergy suffer who loves Nettle tea. I'm able to use it & stopped all the other medications .
386289,B00073JVFU,"Jodi Beatty ""J-man's mommy""",Very high quality tea,Many of the common brands of herbal teas are not palatable to me.  This one is very good.  I enjoy it.  Easy on the palette and easy on the digestion track.  Yum!  Just like any high quality tea.
386290,B00073JVFU,ILuvShoes!,A must have if you have painful heavy periods,"I had very painful cramps with Very Heavy bleeding that lasted for 5 days! and this cycle repeated every 21 days! So I would have a full period twice a month!! I was miserable and had to schedule my life around my cycle, because I was doubled over in pain or afraid of the embarrasment of bleeding onto my clothes! A friend recomended drinking this tea and my life changed!! I no longer have ANY Cramps!! the bleeding has subsided to 3 days with a normal flow and now my cycle is regulated to every 26 days or once a month. I have more energy and vitality and dont have to call in sick anymore!! This tea is blessing not only for pregnancy but for your menstrual cycle as well!! I tell every woman I know about this tea!! No need for birth control pills or other hormonal intervention. I love its pleasant light taste and enjoy drinking a cup a day."
386291,B00073JVFU,marie,good stuff,"this red clover tea is worth my money, i have shed 8 pounds in 3 weeks, i know its not a diet tea or anything but, i drink this twice a day eat my 3 regular small meals, and a fruit or a rice cake or something lowfat, the tea coupled with better  eating habits and i ride my exercise bike and do a few stretches, lunges, lift a 5 pound weight in sets of 5's twice, for  about 15 minutes total2 times a day, nothing long and drawn out. before 3 weeks ago i honestly weighed 199, that's a lot of weight if you are 5'2, mostly in my butt and thighs. today i weigh 190, today meaning march 20, 2012. i have a long way to  go but that is a good start for me i love food it is hard but i find lowfat and sugarfree things to snack on. being overweight makes you tired easily, and the more tired you feel the more you will just sit around and when you sit around,  yep you tend to snack. my goal is 170 pounds, yea that is still a lot of weight but i am a realistic person, i will not  set myself up for a let down. if a should lose anything beyond 170 i will be very happy, i will update my quest on april 20, 2012. thanks"
386292,B00073JVFU,Victoria Satterfield,Anecdotal evidence was too true for me!,"I drank 3 cups brewed with 2 tea bags each of this tea for the last few months of my pregnancy.  The amount of time I spent pushing my son out totaled 5 minutes.  My midwife had said there were lots of anecdotal reports of raspberry leaf tea causing easier labors but I was skeptical.  Obviously, my experience made me a believer! I found this tea's taste to be no different from the more expensive brands.  And I appreciate that the design of these teabags is less wasteful by not using strings, tags, or staples like most teas."
386293,B00073JVFU,yooluvtin,Helps slow breast milk production,Used this to help slow breast milk production when I was breastfeeding.  Worked well!  I drank 3 cups a day.
386294,B00073JVFU,"Vanessa Cobian ""Butterfly32""",Wonderful Tea.,"The tea helped me tremendously with getting a more restful sleep.  I do however, think you should take it when you know you have more time to sleep in."
386295,B00073JVFU,"Maricela Luciano ""Tea lover""",The best!,"I started drinking this tea after a Doctor of alternative medicine recommended it to cure a Yeast Infection. It worked! I did not had to do to a GYN to cure my yeast infection. Also, it helped me in other way. After I started drinking the tea I stopped craving sugar. Needless to say, I lost like 15 pounds while drinking it. Is amazing and very medicinal. It also helps me with menstrual cramps. I love it! You can find it here online or in any natural health food store near you."
386296,B00073JVFU,Kelly,Not bad,"What can I say?  It's herbal tea, it tastes a bit grassy, but I like it.  I'd say try some before you buy a bunch of it because people either seem to love it or hate it."
386297,B00073JVFU,"M. Wilkinson ""Pandorasboxbytina""",IT WORKS  FOR ME,"I use it to help jump start my weight loss regime. I sometimes flip flop up and down 8 pounds when I am not careful and i drink this tea for about 3 days and I shed it all. It is NOT a gentle cleanser though it will have your stomach turning and yearning but in 8-12 hours it does the cleansing job and it usually only does it for the first go round.  I would say go for it, if you need to get a jump start but DONT expect a good tasting tea very bitter. I DONT sweeten at all, I break the bags so i can swallow some of the bark in the tea as well. Good Luck"
386298,B00073JVFU,L. Huenecke,GREAT for hot flashes!,If you are looking for something natural to relieve (and possible stop) hot flashes--sage tea will do it. A glass in the morning and one at night and WOW what a difference it made!
386299,B00073JVFU,L. Donovan,Sage tea,"Great product. Does not completely get rid of hot flashes and night sweats, but seriously reduces their number and intensity. I tried everything else and this is the only thing that made any difference. I now get reasonable sleep at night."
386300,B00073JVFU,Dona,UTI,"My husband is a paraplegic and was having UTIs constantly.  Since he started drinking a cup of this tea every morning, he hasn't had a UTI for a year."
386301,B00073JVFU,J   ,A must have for every pregnant woman,"I have always wanted a natural delivery.  My friend who's had 2 other kids told me to take red raspberry tea leaf to strengthen our uterus, birth canal, etc  I started drinking this during my whole pregnancy. 1 tea bag during the first trimester and the 2nd trimester and on my third trimester, i put 2 bags, the last two weeks, i drink 2 bags every meal  I only had to push for 1.5 hours. didn't feel pain during contraction until 10 CM. and no epidural"
386302,B00073JVFU,"A. Thompson ""marie michael gabriel raphael""",Wonderful Tea,"I use red clover tea a lot and so do my friends, it helps cure insomnia and is also known as a cleanser of the body organs. I feel rejuvenated, refreshed and cheerful after I use it, which is between once a week and once a month."
386303,B00073JVFU,Desert Dancer,very pleasant flavor and good quality,Milk Thistle is said to be good for the liver. It has a very mellow and pleasant flavor. I really enjoy drinking it. Alvita brand has always had good quality teas.
386304,B00073JVFU,"Emma M. Diaz ""Emma R.""",No more breast milk!,"Let me start off by saying that I am not a tea drinker at all! I am more of a coffee person. Anyway, I decided that I was gonna dry up my milk supply and read somewhere that sage tea decreases milk supply. I went ahead and ordered this tea for that purpose. It says on the box that the tea is very bitter so I went ahead and added 1 teaspoon of honey. It worked perfectly. I do see that it has diminish my need to pump dramatically. I went from pumping 4-5 times a day to twice a day the 1st two days since I started drinking the tea. Yesterday I only did it once and today none so far. I am not in pain, though my breasts are still tender to the touch. I would 100% recommend this to any mother trying to stop her milk supply."
386305,B00073JVFU,"Creative Expressions ""Gale""",I Love Sage Tea!,"I heard about drinking sage tea on the Dr. Oz show. Though sage is most commonly used in cooking, sage tea has been shown to boost alertness and mood, while decreasing anxiety, I was told. I find it very soothing. I was surprised that I actually like the taste. It's a woodsy taste just very appealing. It always makes me feel good afterward. The tea is caffeine free so I normally drink it in the afternoon or evening as I still need the caffeine coffee provides in the morning. This is a great product and I will most likely order it again."
386306,B00073JVFU,Jenn Barlow,Great for colicky acid reflux babies,We tried this as per our ped recommendation for our colicky acid reflux baby who just did not sleep well at all starting at about 2 months old 2-3 oz mixed with her bottle in before bed. From day one this worked great. Just enough to help calm and sooth her and definitely helped relieve some tummy problems and gas from colic crying. She still didn't start sleeping through the night but it definitely helped as she started sleeping at least one 6 hour block at night which is a godsend when you are only getting 3-4 hours total per night.
386307,B00073JVFU,"C. Swanson ""momof3""",Recommended by herbalist--love it.,"We've been drinking this tea for about 2 years.  It has a very mild taste--much like regular Lipton tea bags.  When I make Iced tea, I use 2 bags of this and 4 bags of Lipton for 6 quarts of water.  Makes delicious tea.  The herbalist told me it is very healthy to drink--has iron as well.  My kids love it too-as hot tea or iced tea.  This is not a raspberry flavored tea.  It is from the leaves, so you'll need to look elsewhere if you are looking for flavored tea. I like that there are no strings to deal with--or individual wrappers to peel off, just throw the whole bag in."
386308,B00073JVFU,Shauna G,Red Raspberry Leaf Tea,"I've a difficult time drinking red raspberry leaf tea in the past. I wanted to try it again during my second pregnancy for uterine health. This time I steeped it in boiling water, added lots of honey, and poured it over ice. It's still not the best tasting tea variety, but this particular brand seems a bit more palletable than some others. As far as it's potency/effectiveness, I suppose I won't know until the baby comes (although realistically I'm not sure I'll even know then). This price is amazing, too. I kicked myself for paying twice as much at a local health food store. I will definitely be buying my next box here instead."
386309,B00073JVFU,reallife,I use this tea for menstral cramps,"I use this tea for menstral cramps.  I drink a lot of it and it works fantasticly on cramps and mood.  Here is the catch - you can't expect to drink one cup and feel better.  I make big containers of ice tea - and I start drinking it all the time about two days before my period even starts.  Also, once my period starts, I try to make sure I have a cup every two hours- sometimes I have even more.  So again, it works but drink alot."
386310,B00073JVFU,Nikki,This stuff is great!!,"This tea not only  aids in digestion, but this tea also has a calming affect..it's a very relaxing tea.I drink it alone or w/honey. I always have some in my pantry. Great after a long  stressful day. I definitely recommend this product."
386311,B00073JVFU,Preggo Belly,Birthing Miracle Tea,"I also had heard from my lamaze class that red rasberry tea was suppose to ease and assist in the birthing process(It is a uterine toner). Well, in my case it couldn't have been more true. I literally pushed 3 times and the baby was out, and that was my first baby. I drank the tea every day for the last two months of pregnancy, up to delivery day. I must say this time in my 2nd pregnancy i'm going to do it the exact same way. I recommend this product to any woman who wants to have an easier, shorter delivery."
386312,B00073JVFU,Banu,UMMMM!!!!!!,"I usually dont like black herbal tea, but this one i was able to sip on the whole cup without making a face. It is full of aroma and tastes much better than the usual herbal teas that i have tasted in the past. The Rose flavour is the best. How much it really calms u, god only knows, but the pleasure is unbeatable."
386313,B00073JVFU,"T. Dobbins ""Leak""",Good!,This is a really good tea.  I am drinking it during my pregnancy to tone the uterus.  Very good taste!
386314,B00073JVFU,Nicole M. Rios,Good Inexpensive Cleanser.,"This tea really works. Drink a big cup before bed and in the morning you will have to use the bathroom. Sometimes I have to eat just a little something before it kicks in, but it always works within 1-2 hours after waking up. It does not really taste that great, but it is okay. Definitely helps me keep my weight even. Personally I like Kleritea better (more gentle, tastes better) but that costs almost 4 times as much. So I stick to Alvita Senna Leaf Tea now."
386315,B00073JVFU,"Lyn ""LA""",Great quality. Heathful product.,"A refreshing cold beverage and a soothing, perfect, hot cup of tea. Offers healthful benefits."
386316,B00073JVFU,"Elizabeth Bennett ""Lizzy""",Great TEA!,I have purchased this brand of tea before and knew the quality was great but glad to have gotten a great price also!!  Delivery was prompt and service was great!
386317,B00073JVFU,sss147,delicious,"This tea is great.  I cook it in gallon batches and sweeten it with agave nectar and keep it in the fridge.  I guess it ""worked"" because my daughter was born after just 4 hours of labor and 20 minutes of pushing.  I'm still drinking it since I had just ordered another 3-pack of boxes of it the day before our baby was born.  My husband loves the tea too and he doesn't even have a uterus."
386318,B00073JVFU,"rubysparrow ""rubysparrow""",nice flavor,"I have a friend who is a dandelion warrior.  Everytime she see's one, she pounces and that plant is history.  As a little joke, I ordered and sent her the tea.  To my surprise, she reported that she actually liked it, mentioning it had a rather nice smooth flavor.  Although that has not stopped her from still being a dandelion ninja, I give it 5 start just knowing that if she liked it - it HAS to be good!"
386319,B00073JVFU,"Annette Irizarry ""Aries""",Sugar Buster,"We use it at night to lower diabetes sugar and it works.  My husband has been able first to reduce the medications and now has been off for 2 months.  Of course this is together with exercise, weight reduction and proper nutrition."
386320,B00073JVFU,P. Flail,Good night sleep,"I purchased these tea bags in hope for a good night sleep. The first night I drank it, I slept great.  I have continued to drink this every night and I still sleep well but I find myself waking up in the middle of the night once in a while.  I do find myself urinating more often so maybe it is cleaning me out.  No bad side effects, tastes good alone, no sugar or honey needed.  I recommended this to my family and co workers and they all love it.  I discovered this from Dr. Oz.  Hoping to continue to sleep well."
386321,B00073JVFU,"K. Tennessee ""k. Tennessee""",soothing,"Maybe this is a placebo effect however, since I have been drinking this tea, sometimes in the morning and some times at night, I have felt more calm and my mood is somewhat lifted. The taste is fine- I sometimes add a little honey but it is fine as is. I will continue to use this tea. I do think it helps with your mood."
386322,B00073JVFU,nyc_girl2011,GREAT TEA!!!,Love the aroma and the taste. Orange honey goes great with it. I drink it daily. Seems to work great when I get any stomach issues  would highly recommend this product.
386323,B00073JVFU,"Dylan Fahey ""Truth Hurts""","Works, economical alternative to other 'diet' teas","This stuff works. As reported by real doctors, do not use this all the time, only when needed.  Listen to what your body is telling you."
386324,B00073JVFU,pat kamadulski,Alvita Senna Tea Bags,"I love this tea and drink it all the time. The taste is very nice and I do not even have to sweeten it or use lemon, as it has an almost sweet taste all it's own. I take alot of medicine and have much trouble with my bowels. When I drink 2 cups of your Senna tea I am opened up within 2 hours.  Thank you very much, I would not use that much laxative. Pat Kamadulski"
386325,B00073JVFU,Lovemykindle,helped increase my milk supply,"I found that this tea really helped increase my milk supply. It tasted a little funny at first, but I quickly got used to it. The price on Amazon is unbeatable, especially if you use subscribe and save."
386326,B00073JVFU,Stephanie,"Good at first, but quickly became overbearing for me","I bought this tea at my health food store because I thought it looked interesting. The name and the description really pulled me in, as well as the picture on the box. At first I was confused as to what the taste reminded me of, but then I realized it reminded me of pink Necco mints. I don't drink sugar in tea, but I think if I did and I had put some in this tea it would've made it overbearing. However, after drinking this tea once every day for a week or so, I'm finding it to be almost like a chore. I love the health benefits and this tea has actually helped me feel pretty good after drinking a cup, but the taste is becoming a bit overbearing. As I mentioned early in my review, the taste is reminiscent of pink Necco mints (minus the mint part, of course) but it can be hard for me to get through a cup of it because after awhile that Necco taste begins to remind me more and more of chalk. Yes, it definitely has a chalky flavor. I will still continue to drink this tea until the box is gone but I don't think I'll be buying any more of it unless it has some sort of miraculous effect on me later on down the box. Still, it was worth a try because it was nice at first."
386327,B00073JVFU,Jacklyn Faris,Shipping Charges,"The product was fine, but the cost of shipping was more than the cost  of the tea.  Won't make that mistake again."
386328,B00073JVFU,P. Martin,Light flavored tea,"I got this tea because it is supposed to help with PMS and supposedly helps ""prepare"" the uterus for conception. I figured it can't hurt, so why not? I think this tea is very light flavored. I usually put some honey in it and it goes down great. As for the rest, I've only been using it (3 times a day) for the past 7 days and haven't gone a full cycle yet, so I don't know if it really does work for PMS yet or not."
386329,B00073JVFU,"C. Evans ""CJ Evans""","A great product, you must try!","I study plants and I am into alternative healing.  I learned about Mullein a number of years ago and found that it's very useful for sinus, cold and flu issues.  Often times I have treated many of my friends with it to help them get back to feeling well.  This particular brand is high quality and good medicine.  I highly recommend buying this tea as we all need to get away from Western medicine as much as we can when other opportunities are out there.  The idea is to stay in balance and not get extremely sick by using products like this early on when symptoms first start developing.  I think you will find this product very useful and effective. *  Please note: Do not mix to many herbs and or prescriptions medicines as they can counteract and amplify the strength or effect of the meds or herbs."
386330,B00073JVFU,molly,Great stuff,I love this stuff. It has really helped me with a lot of things. I absolutely swear by it. I probably drink this tea at least once a week. Sometimes several times a day if I feel the need.
386331,B00073JVFU,Pen Name,amazing! .,I purchased this item a month ago and i drink a cup morning and night. I love it! I drink it with clover honey 
386332,B00073JVFU,AngelE,Great herbal tea for cramps,"My mother-in-law recommended this tea to me to help me naturally alleviate my menstrual cramps. I have to warn that the tea doesn't ""kick in"" for a couple of cycles, so don't drink this expecting a magic cure-all within the first cup. I used to be very dependent on Advil, Tylenol, etc. so this tea was a lifesaver. It's a very mild tea and you don't need a lot of sugar or honey in it. I recommend it."
386333,B00073JVFU,Dbp323,Dbp323,"Recommend it to all.  Lovely natural sweet delicate flavor and add some raw honey is a great cold kicker.  I loved it during a URI, upper respiratory infection and it was fabulous.  Soothed my sore throat and helped ease the coughing.  I now brew it for cold tea as well.  Very refresshing."
386334,B00073JVFU,Shari Blake,Great quality Raspberry Leaf,"I trust Alvita's brand because all of the teas I have tried from them are pure and excellent quality. The Raspberry leaf is no exception. The taste is mild and it works like a charm to ease menstrual cramps. A must have during your moon cycle. Good value for the price. Also check out <a href=""http://www.amazon.com/gp/product/B0009F3QLQ"">Yogi Woman's Moon Cycle, Herbal Tea Supplement, 16-Count Tea Bags (Pack of 6)</a>"
386335,B00073JVFU,Mommy77,This is great quality tea,"I drank this tea after my first trimester of pregnancy for its numerous health benefits.  It is pure red raspberry leaves and great organic package.  They are  not individually packaged, they come in a foil lined paper lije package and there are no strings or tags, just steep add agave or honey to sweeten it is a little bitter but not bad and drink!"
386336,B00073JVFU,A. Aldrich,Good Things Come in Stinky Packages,"I have very bad insomnia and panic attacks, and this tea calms me down and helps me to sleep. Research suggests that Valerian works on the brains in similar ways to benzodiazepines, and was used in the past as a muscle relaxant and for DTs. This tea has an obvious effect, though it takes about half an hour to kick in. I smells like crap, but if you mix it with mint tea, it isn't as noticeable. I don't see any problem with the flavor, it does not taste like it smells."
386337,B00073JVFU,iggles1967,Fenugreek Seed Tea,"I bought this product because I read on a couple other sites that it can help with head and chest congestion. I also read it is safe to use while breastfeeding. So I tried it. If I drink it on an empty stomache it does seem to help with my cronic nasal congestion due to allergies. I saw no difference with chest congestion. I only drank the recommended 2 to 3 cups a day. Maybe I would see longer or more results at higher doses. I have noticed that I do smell alot like maple syrup even 4 days after not drinking the tea. I do mix it with Honey, if not it tastes awful to me. I never noticed a maple syrup smell on my 3 year old breastfeeding son like another site mentioned might happen. He does only nurse a few times a day now tho. Overall I like the product and will continue to use it when I am feeling congested. I even recommended it to somebody I know."
386338,B00073JVFU,"Tereasa M. Cagley ""MedicGreenCat""",I'm a believer,"I ordered this product because of the Dr Oz show for anti-aging, a nice by product is I swear my knee pain has improved since I started drinking a cup a day, oh yeah and it taste good."
386339,B00073JVFU,Mr. S,great product for insomnia,"This is a great product to help with insomnia.  Really great.  Some do not like the smell or taste, but I actually love it.  Maybe it is an acquired test.  A+++ for this product, it is excellent."
386340,B00073JVFU,"roaeja ""Hey you!""",fyi,"""They found that two of the licorice compounds, licoricidin and licorisoflavan A, were the most effective antibacterial substances. These substances killed two of the major bacteria responsible for dental cavities and two of the bacteria that promote gum disease. One of the compounds -- licoricidin -- also killed a third gum disease bacterium. The researchers say that these substances could treat or even prevent oral infections."" file:///Users/roaeja/Desktop/Health/Dried%20licorice%20root%20fights%20the%20bacteria%20that%20cause%20tooth%20decay%20and%20gum%20disease,%20study%20finds.webarchive"
386341,B00073JVFU,"Kathleen Knox ""kkathy""",Love spearment tea,I bought this product and love the flavor.  A great and relaxing way for me to end or begin a day.
386342,B00073JVFU,Mr. Krispy,It grows on you,"The first time I drank Fenagreek Seed tea I did not like the smell or the taste very much.  I added a very small amount of Stevia to sweeten it.  The more I drank it, the more the taste grew on me.  It is now my favorite tea by a long shot!"
386343,B00073JVFU,John R. Waldren,Senna Leaf tea,"A friend suggested this as I have been taking pain medication which tends to bind the bowels. He told me that this would help keep me regular. He was so right. A cu p of Senna Tea with my dinner has been better then metamucel for regularity. It tastes good, and I recommend it to anyone who has constipation problems due to medications. If you eat out, you can take the tea bag with you and ask for a cup of hot water to steep your tea in, and you do not have to worry about missing a dose."
386344,B00073JVFU,"1104 ""Sublime Siren""",I'll pass ,"Not enough flavor, murky brown color, lacking in aroma. I enjoy other varieties from this line but prefer a different brand of rose hip tea. I'd drink it over regular black tea though."
386345,B00073JVFU,Aminah J,Best tasting/effective,"After reading reviews from baby sites, I was ready to get my red raspberry leaf tea on and strengthen my uterus and I was so excited that I got the first one I saw, which was the Alvita brand. I love the flavor, just LOVE the flavor, but I read more reviews and a lot of women gave the Traditional Medicinals better reviews so I after I ran out of the Alvita I purchased the TM. I have to say, the Alvita has a stronger tea taste and I actually got contractions when I drank it. I'm only 37.7 weeks along, but I have to say that I think this tea will help move my labor along quite well. I'll update this review later with how it went. UPDATE 3/28/2012:  I totally forgot to add my update! Well, as I'd previously believed, this tea helped me tremendously through my labor. I had my beautiful baby boy on December 12th. I had a 17 hour labor because my bag of waters prematurely ruptured and I wasn't dilating the way I was supposed to. I had to be put on pitocin (without meds for the first 14 hours) then I got the meds and then got the epidural about 45 minutes before I actually gave birth. Let me tell you, I only pushed for about 20 minutes and I was done. I attribute that 100% to the tea. I had friends who didn't drink the tea and were in labor for very short periods but pushed way longer. Also, my uterus went down very quickly and I stopped bleeding quickly as well, I forgot how soon but the doctors and nurses were amazed. I'd definitely drink it again next time around."
386346,B00073JVFU,Danny G.,People Either Love or Hate Valerian!,"I love Valerian and I love it's earthy smell! But just because a previous reviewer hated the smell and threw a tantrum, (which is ironic because Valerian is used for its relaxing properties) doesn't mean it doesn't work! Keep that in mind when making your decision to purchase a natural product! Valerian is not like raw garlic! It's simply a very safe and effective herb which, to me, has a wonderful smell!"
386347,B00073JVFU,K. Watson,stinky tea,"Seems to help, I sleep well and if I do wake up I'm not long getting back to sleep.  I ordered two boxes and I'm about to buy two more."
386348,B00073JVFU,"Douglas Beckling ""Doug44""",A very fine Tea,This tea was very good. I was Very happy I got it. A tea that is so good for you and will help many things in your body. My breathing felt better after the first cup. I will be buying more again soon. Doug in Calif 
386349,B00073JVFU,Grandorse,rose hip tea,"I ordered this to serve at a ""tea"" where I was speaking about roses.  It was a hit with those who were brave enough to try it."
386350,B00073JVFU,Maria Orfan,Please get past the taste.,"You can compare it to unsweetened black tea, but palpable and soothing.  It is one of nature's best blood purifiers in addition to being great for women anytime.  It's great year round and for flu season, and you can ice it too.  Sweeten it up with a bag of chamomile or red clover. Spearmint & peppermint tea compliment it well too -- or add value to that flavored stuff from the supermarket w/this. You can drink this like water and I can't say enough about how good this tea is for well being, you'll probably instantly feel better."
386351,B00073JVFU,"J. Wilson ""JustWannaGetItDone""",Fenugreek Seed Tea.,Its a nice wind down at night.  Taste takes some getting used to but not too bad.  Sweeten with a litte honey.  The health benefits make up for the taste.  The product arrived as reported.
386352,B00073JVFU,Jay Dee,Good,"I bought this because I heard about the benefits of Sage tea. I got used to the taste pretty quickly and love to pour it in a glass of ice to enjoy during the summer days. I took a star off because I've been drinking it for several weeks and I'm not seeing the work of benefits that is claimed of Sage tea (but then, I've always believed that you lose some benefits when the teas are in bags as opposed to still being in leaf form?)."
386353,B00073JVFU,Rodney S. Monteith,Sage tea definitely promotes a good night's sleep.,"It was touted by a friend as a sleep inducer, so I tried it and it works.  It tastes kinda mediciney, but it definitely does the job."
386354,B00073JVFU,Stephanie,"Not as rose-flavored as you might think, but still good","I bought this tea thinking it would taste like a rose. I was only half right. While the rose flavor is still there, you have to really search for it. I think it takes a few cups to do that because this is primarily a fruity tea. After you knock the first few cups down and find the subtle rose flavor, you'll find that it tastes like what a rose would taste like if it were a fruit. Which is basically what rose hips are. After drinking this entire box, I found that I really liked it. I was sad when the box was gone and I do intend to get some more soon. Just as an added note, I feel this needs to be mentioned. If you're like me and like to suck on the teabag, I do not recommend doing it with this tea! The bags themselves are not very thick and will break and you will have an explosion of mushy rose hips in your mouth!"
386355,B00073JVFU,"M. Mercado ""Amari M.""",Good price for the quantity :),It came in a timely fashion & it was a good price for the quantity I received. This tea is good for occasional constipation or to help your body along when it feels irregular.
386356,B00073JVFU,laurie,Senna Leaf,I used a higher priced senna for several years and out of the need to economize I tried alvita. Works just as well and is not individually wrapped as the others are and for me it's just one less thing I have to do considering I fix this every evening for me and hubby  I have medical problems so anything that saves me extra step I'm happy for it 
386357,B00073JVFU,Bean Slap,Nasty tea debris everywhere!,"When I opened this alot of the tea sacks were broken and the tea emptied out and spilled everywhere. I steeped some inside my cup and noticed that all sorts of the tea leaves had come out (I even took a picture and posted it under customer pics) and when I sipped my drink, tea leave crumbs got inside my mouth! I havent noticed any effect from the tea though but I have only used it for a few days so maybe it takes awhile. However, if they'd be able to keep the sacks closed that would help alot!"
386358,B00073JVFU,Jan,Delicious Tea,I love this tea. It is delicious. It came in a timely manner and I was very pleased.
386359,B00073JVFU,"SomeoneSomewhere ""Janet""",I drink this for arthritis pain , and something seems to be working! It could be this alfalfa tea which tastes just like alfalfa tea. My aunt has pain too and does not like to be without this tea.
386360,B00073JVFU,Nelly Gonzalez,Relaxing,This tea works for me.  It calms down my anciety and makes me sleep better.  It may not work for everyone.  Thank you!
386361,B00073JVFU,D. Walsh,Sage Tea - helping with hot flashes,"When I bought the first box I had a cup of tea every night and thought the hot flashes subsided a bit, so I bought another box.  The second box, not so much.  I am not sure if the tea builds up in your system and stops working or if it is just me.  The tea does not have a bad taste, doable for its purpose.  Sage tea has been recommended by many as a means of cutting down hot flashes, vs taking meds that can be linked to cancer.  Give it try, it might work for you."
386362,B00073JVFU,Lori S. Johnson,great product,I bought this for treating symptoms of menopause.  It has been a life saver.  thank you
386363,B00073JVFU,"Senthilkumar Gunasekaran ""SKRULES""",Awesome Tea,I bought this Tea for my girlfriend who is ery health conscious. So far she is loving it and it tastes good too. :)
386364,B00073JVFU,M. Keidel,Dr Oz recommended!,"Dr. Oz recommended fenugreek tea for your digestive track,(not this brand specifically). It was a good introduction.  Personally, don't care for the taste by itself, but with a bit of honey,yum! Will purchase again."
386365,B00073JVFU,"T. Vance ""Barry Fan""",Red Clover Tea,"I purchased this tea because it is recommended for helping women's PMS symptoms and menopause symptoms.  I've only had one cup of it, so I can't say if it has helped my symptoms or not.  I have purchased other teas of this brand.  I would recommend their teas.  I wasn't crazy about the taste of the red clover, but that is just my personal opinion.  It's a little bitter but bearable.  Add some sugar and you're good to go."
386366,B00073JVFU,"DLE ""Spiritual Friend""",Wonderful company!,I didn't realize it but my tea wasn't arriving as promptly as suggested. The company also noticed and sent a box out immediately! WOW! I was very impressed!
386367,B00073JVFU,"Raluca ""Raluca""",What I needed,"The tea has a mild, pleasant flavor and is easy to combine with others, without overpowering the mix. I've just moved to a new town, and I don't know where to look for the teas I need. Buying online saved me a lot of headaches. The boxes I ordered arrived promptly."
386368,B00073JVFU,Rachel W,Interesting taste,"I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either. The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!"
386369,B00073JVFU,Worldofbooks,Saw this on Dr. OZ for eliminating crows feet,"I watched Dr. OZ on television and he was explaining how to minimize and/or avoid crows feet. His advice? Drinking Fenugreek tea, taking L-Arginine supplements and getting a good nights' sleep (6 hour min.). Well, I am going to give it a shot. This tea has an interesting taste-not your typical tea but not bad. It tastes pretty good with a bit of honey added actually. I wasn't able to find this tea in any local supermarkets but here it is on Amazon. Seems they have everything!"
386370,B00073JVFU,Lulu,"Great Tea, Great Price","Tea comes in bags inside a large foil lined pouch.  There are 2 bags 'attached', and you peel them apart to use one.  They are not individually wrapped, and they do not have strings.  Strong flavor, great price."
386371,B00073JVFU,NotLime,Sage Tea helps with night sweats,"I have one cup a day and it really decreases my night sweats. I'm in amazement at how much it helps! The taste isn't great, but I don't think it's as bad as some other reviews have said. If you're concerned about the taste, you can use some sage from your spice cabinet and make a cup. It tastes pretty much the same, but it didn't seem cost effective to use the sage you buy in the spice aisle."
386372,B00073JVFU,"bigtenalumnagraduate ""pseudoliterati""","Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it","I read some of the reviews on here and I almost didn't purchase.  But I reached a point where due to my erratic work schedule, trying to fit in my studying time and completing assignments, my sleep pattern was disrupted and it was affecting my mood and concentration.  So I bit the bullet and purchased this at a local B&M store.  When I got home after work, I boiled some water and opened the package.  I noticed that this tea was packaged in a plastic bag so I guess it did has a pungent smell.  I opened the plastic bag and took a big whiff.  I was kind of disappointed.  It doesn't smell as bad as some of the other reviewers made it out to me but then again my nose has been wonky for some time so it could be me.  Yes I will admit that it does has a funky odor but it is not that strong to me.  To me, smells like this health food store I used to frequent in the Hyde Park neighborhood.  Very musky but weirdly comforting.  I have tried it with peppermint, turmeric (for a different affliction) and I have tried it plain with stevia and it taste okay to me.  I wouldn't say I have an iron stomach because I can easily get sick if food is left out in the open not at the proper temperature.  For me, this product took about two days for it to kick in and I am now able to sleep for a full eight hours straight instead of sleeping in fits of four hours here, wake up for about two hours, sleep for three, wake up for a hour and sleep for another four hours.  For those with sensitive noses and sense of taste, you have been amply warned by other reviewers.  For others, I say give it a shot or at least pair it with some other teas to dilute the taste a bit.  For example, mints like peppermint or spearmint will help.  Some folks will use lavender to mask the smell."
